"","Model","Quantity","Year","Month","Class"
"22289","KIA CEED",833,2015,11,"COMPACT_CARS"
"22290","LADA GRANTA",17,2015,11,"COMPACT_CARS"
"22291","LEXUS CT",19,2015,11,"COMPACT_CARS"
"22292","MAZDA MX-5",221,2015,11,"COMPACT_CARS"
"22293","MAZDA 3",705,2015,11,"COMPACT_CARS"
"22294","MERCEDES A-KLASSE",3704,2015,11,"COMPACT_CARS"
"22295","MITSUBISHI LANCER",67,2015,11,"COMPACT_CARS"
"22296","NISSAN LEAF",29,2015,11,"COMPACT_CARS"
"22297","NISSAN PULSAR",577,2015,11,"COMPACT_CARS"
"22298","OPEL AMPERA",0,2015,11,"COMPACT_CARS"
"22299","OPEL ASTRA",4927,2015,11,"COMPACT_CARS"
"22300","PEUGEOT 301",4,2015,11,"COMPACT_CARS"
"22301","PEUGEOT 308",1139,2015,11,"COMPACT_CARS"
"22302","RENAULT FLUENCE",0,2015,11,"COMPACT_CARS"
"22303","RENAULT MEGANE",963,2015,11,"COMPACT_CARS"
"22304","SEAT LEON",3538,2015,11,"COMPACT_CARS"
"22305","SEAT TOLEDO",108,2015,11,"COMPACT_CARS"
"22306","SKODA OCTAVIA",5410,2015,11,"COMPACT_CARS"
"22307","SKODA RAPID",1492,2015,11,"COMPACT_CARS"
"22308","SUBARU IMPREZA",2,2015,11,"COMPACT_CARS"
"22309","SUBARU WRX",12,2015,11,"COMPACT_CARS"
"22310","TOYOTA AURIS",1285,2015,11,"COMPACT_CARS"
"22311","TOYOTA COROLLA",46,2015,11,"COMPACT_CARS"
"22312","TOYOTA PRIUS",25,2015,11,"COMPACT_CARS"
"22313","VW BEETLE",539,2015,11,"COMPACT_CARS"
"22314","VW EOS",5,2015,11,"COMPACT_CARS"
"22315","VW GOLF",21358,2015,11,"COMPACT_CARS"
"22316","VW JETTA",45,2015,11,"COMPACT_CARS"
"22317","OTHER_MODEL",0,2015,11,"COMPACT_CARS"
"22318","ZUSAMMEN",71089,2015,11,"COMPACT_CARS"
"22320","ALPINA B3",7,2015,11,"MIDSIZE_CARS"
"22321","ALPINA B4",8,2015,11,"MIDSIZE_CARS"
"22322","ALPINA D3",27,2015,11,"MIDSIZE_CARS"
"22323","AUDI A4, S4, RS4",3006,2015,11,"MIDSIZE_CARS"
"22324","AUDI A5, S5, RS5",1328,2015,11,"MIDSIZE_CARS"
"22325","BMW 3ER",4137,2015,11,"MIDSIZE_CARS"
"22326","BMW 4ER",1448,2015,11,"MIDSIZE_CARS"
"22327","CADILLAC ATS",9,2015,11,"MIDSIZE_CARS"
"22328","CITROEN C5",148,2015,11,"MIDSIZE_CARS"
"22329","CITROEN DS5",109,2015,11,"MIDSIZE_CARS"
"22330","FORD MONDEO",1646,2015,11,"MIDSIZE_CARS"
"22331","HONDA ACCORD",2,2015,11,"MIDSIZE_CARS"
"22332","HYUNDAI COUPE",4,2015,11,"MIDSIZE_CARS"
"22333","HYUNDAI ELANTRA",0,2015,11,"MIDSIZE_CARS"
"22334","HYUNDAI I 40",509,2015,11,"MIDSIZE_CARS"
"22335","INFINITI Q50",27,2015,11,"MIDSIZE_CARS"
"22336","INFINITI Q60",1,2015,11,"MIDSIZE_CARS"
"22337","JAGUAR XE",223,2015,11,"MIDSIZE_CARS"
"22338","KIA OPTIMA",8,2015,11,"MIDSIZE_CARS"
"22339","LEXUS IS",15,2015,11,"MIDSIZE_CARS"
"22340","LEXUS RC F",3,2015,11,"MIDSIZE_CARS"
"22341","MAZDA 6",473,2015,11,"MIDSIZE_CARS"
"22342","MERCEDES C-KLASSE",5299,2015,11,"MIDSIZE_CARS"
"22343","MERCEDES CLA-KLASSE",2055,2015,11,"MIDSIZE_CARS"
"22344","OPEL CASCADA",123,2015,11,"MIDSIZE_CARS"
"22345","OPEL INSIGNIA",1669,2015,11,"MIDSIZE_CARS"
"22346","PEUGEOT 508",240,2015,11,"MIDSIZE_CARS"
"22347","RENAULT LAGUNA",7,2015,11,"MIDSIZE_CARS"
"22348","RENAULT TALISMAN",14,2015,11,"MIDSIZE_CARS"
"22349","SKODA SUPERB",1615,2015,11,"MIDSIZE_CARS"
"22350","SUBARU LEGACY",39,2015,11,"MIDSIZE_CARS"
"22351","SUBARU LEVORG",96,2015,11,"MIDSIZE_CARS"
"22352","SUZUKI KIZASHI",0,2015,11,"MIDSIZE_CARS"
"22353","TOYOTA AVENSIS",645,2015,11,"MIDSIZE_CARS"
"22354","VOLVO 40",561,2015,11,"MIDSIZE_CARS"
"22355","VOLVO 60",387,2015,11,"MIDSIZE_CARS"
"22356","VW PASSAT",8832,2015,11,"MIDSIZE_CARS"
"22357","VW SCIROCCO",217,2015,11,"MIDSIZE_CARS"
"22358","OTHER_MODEL",0,2015,11,"MIDSIZE_CARS"
"22359","ZUSAMMEN",34937,2015,11,"MIDSIZE_CARS"
"22361","ALPINA B5",2,2015,11,"EXECUTIVE_CARS"
"22362","ALPINA B6",3,2015,11,"EXECUTIVE_CARS"
"22363","ALPINA D5 BITURBO",5,2015,11,"EXECUTIVE_CARS"
"22364","AUDI A6, S6, RS6",4069,2015,11,"EXECUTIVE_CARS"
"22365","BMW 5ER",2703,2015,11,"EXECUTIVE_CARS"
"22366","INFINITI M",9,2015,11,"EXECUTIVE_CARS"
"22367","JAGUAR XF",62,2015,11,"EXECUTIVE_CARS"
"22368","LEXUS GS",6,2015,11,"EXECUTIVE_CARS"
"22369","MERCEDES E-KLASSE",3029,2015,11,"EXECUTIVE_CARS"
"22370","VOLVO 70",193,2015,11,"EXECUTIVE_CARS"
"22371","VOLVO 80",6,2015,11,"EXECUTIVE_CARS"
"22372","OTHER_MODEL",0,2015,11,"EXECUTIVE_CARS"
"22373","ZUSAMMEN",10087,2015,11,"EXECUTIVE_CARS"
"22375","ALPINA B7 BITURBO",0,2015,11,"LUXURY_VEHICLES"
"22376","AUDI A7, S7, RS7",181,2015,11,"LUXURY_VEHICLES"
"22377","AUDI A8, S8",226,2015,11,"LUXURY_VEHICLES"
"22378","BENTLEY CONTINENTAL",51,2015,11,"LUXURY_VEHICLES"
"22379","BENTLEY MULSANNE",0,2015,11,"LUXURY_VEHICLES"
"22380","BMW 6ER",119,2015,11,"LUXURY_VEHICLES"
"22381","BMW 7ER",284,2015,11,"LUXURY_VEHICLES"
"22382","CADILLAC CTS",2,2015,11,"LUXURY_VEHICLES"
"22383","JAGUAR XJ",4,2015,11,"LUXURY_VEHICLES"
"22384","LEXUS LS",3,2015,11,"LUXURY_VEHICLES"
"22385","MASERATI QUATTROPORTE",13,2015,11,"LUXURY_VEHICLES"
"22386","MAYBACH",0,2015,11,"LUXURY_VEHICLES"
"22387","MERCEDES CL-KLASSE",0,2015,11,"LUXURY_VEHICLES"
"22388","MERCEDES CLS",445,2015,11,"LUXURY_VEHICLES"
"22389","MERCEDES S-KLASSE",547,2015,11,"LUXURY_VEHICLES"
"22390","PORSCHE PANAMERA",96,2015,11,"LUXURY_VEHICLES"
"22391","ROLLS-ROYCE GHOST",1,2015,11,"LUXURY_VEHICLES"
"22392","ROLLS-ROYCE PHANTOM",1,2015,11,"LUXURY_VEHICLES"
"22393","ROLLS-ROYCE WRAITH",0,2015,11,"LUXURY_VEHICLES"
"22394","TESLA MODEL S",136,2015,11,"LUXURY_VEHICLES"
"22395","VW PHAETON",51,2015,11,"LUXURY_VEHICLES"
"22396","ZUSAMMEN",2160,2015,11,"LUXURY_VEHICLES"
"22398","ALPINA XD3 BITURBO",6,2015,11,"SUVs"
"22399","BMW X1",1626,2015,11,"SUVs"
"22400","BMW X4",406,2015,11,"SUVs"
"22401","CADILLAC SRX",4,2015,11,"SUVs"
"22402","CHEVROLET TRAX",0,2015,11,"SUVs"
"22403","CITROEN C4 CACTUS",432,2015,11,"SUVs"
"22404","DACIA DUSTER",1032,2015,11,"SUVs"
"22405","FIAT SEDICI",0,2015,11,"SUVs"
"22406","FORD ECOSPORT",784,2015,11,"SUVs"
"22407","FORD KUGA",2563,2015,11,"SUVs"
"22408","HONDA CR-V",662,2015,11,"SUVs"
"22409","HONDA HR-V",294,2015,11,"SUVs"
"22410","HYUNDAI IX 35",1578,2015,11,"SUVs"
"22411","INFINITI EX",3,2015,11,"SUVs"
"22412","INFINITI FX",29,2015,11,"SUVs"
"22413","KIA SPORTAGE",1063,2015,11,"SUVs"
"22414","LADA NIVA",92,2015,11,"SUVs"
"22415","LEXUS NX",61,2015,11,"SUVs"
"22416","LEXUS RX",30,2015,11,"SUVs"
"22417","MAZDA CX-3",1421,2015,11,"SUVs"
"22418","MAZDA CX-5",1631,2015,11,"SUVs"
"22419","MAZDA CX-9",5,2015,11,"SUVs"
"22420","MERCEDES GLA",1442,2015,11,"SUVs"
"22421","MERCEDES GLK, GLC",2608,2015,11,"SUVs"
"22422","MITSUBISHI ASX",797,2015,11,"SUVs"
"22423","MITSUBISHI OUTLANDER",373,2015,11,"SUVs"
"22424","NISSAN MURANO",3,2015,11,"SUVs"
"22425","NISSAN QASHQAI",2193,2015,11,"SUVs"
"22426","OPEL ANTARA",0,2015,11,"SUVs"
"22427","OPEL MOKKA",2230,2015,11,"SUVs"
"22428","PEUGEOT 2008",930,2015,11,"SUVs"
"22429","PEUGEOT 4008",15,2015,11,"SUVs"
"22430","RENAULT CAPTUR",1440,2015,11,"SUVs"
"22431","RENAULT KADJAR",1590,2015,11,"SUVs"
"22432","RENAULT KOLEOS",2,2015,11,"SUVs"
"22433","SKODA YETI",1515,2015,11,"SUVs"
"22434","SSANGYONG KORANDO",58,2015,11,"SUVs"
"22435","SSANGYONG TIVOLI",117,2015,11,"SUVs"
"22436","SUBARU XV",37,2015,11,"SUVs"
"22437","SUZUKI SX4",539,2015,11,"SUVs"
"22438","SUZUKI VITARA",506,2015,11,"SUVs"
"22439","TOYOTA RAV 4",475,2015,11,"SUVs"
"22440","VOLVO XC70",88,2015,11,"SUVs"
"22441","OTHER_MODEL",0,2015,11,"SUVs"
"22442","ZUSAMMEN",30680,2015,11,"SUVs"
"22444","AUDI Q3",1917,2015,11,"OFFROAD_VEHICLE"
"22445","AUDI Q5",1745,2015,11,"OFFROAD_VEHICLE"
"22446","AUDI Q7",892,2015,11,"OFFROAD_VEHICLE"
"22447","BMW X3",1366,2015,11,"OFFROAD_VEHICLE"
"22448","BMW X5",847,2015,11,"OFFROAD_VEHICLE"
"22449","BMW X6",203,2015,11,"OFFROAD_VEHICLE"
"22450","CADILLAC ESCALADE",7,2015,11,"OFFROAD_VEHICLE"
"22451","HYUNDAI SANTA FE",89,2015,11,"OFFROAD_VEHICLE"
"22452","JEEP CHEROKEE",142,2015,11,"OFFROAD_VEHICLE"
"22453","JEEP COMPASS",18,2015,11,"OFFROAD_VEHICLE"
"22454","JEEP GRAND CHEROKEE",538,2015,11,"OFFROAD_VEHICLE"
"22455","JEEP RENEGADE",494,2015,11,"OFFROAD_VEHICLE"
"22456","JEEP WRANGLER",205,2015,11,"OFFROAD_VEHICLE"
"22457","KIA SORENTO",399,2015,11,"OFFROAD_VEHICLE"
"22458","LAND ROVER DISCOVERY",168,2015,11,"OFFROAD_VEHICLE"
"22459","LAND ROVER DISCOVERY SPORT",410,2015,11,"OFFROAD_VEHICLE"
"22460","LAND ROVER FREELANDER",0,2015,11,"OFFROAD_VEHICLE"
"22461","LAND ROVER RANGE ROVER",290,2015,11,"OFFROAD_VEHICLE"
"22462","LAND ROVER RANGE ROVER EVO.",465,2015,11,"OFFROAD_VEHICLE"
"22463","LAND ROVER RANGE ROVER SPORT",369,2015,11,"OFFROAD_VEHICLE"
"22464","MERCEDES G-KLASSE",250,2015,11,"OFFROAD_VEHICLE"
"22465","MERCEDES GL-KLASSE, GLS",114,2015,11,"OFFROAD_VEHICLE"
"22466","MERCEDES ML-KLASSE, GLE",1600,2015,11,"OFFROAD_VEHICLE"
"22467","MITSUBISHI PAJERO",184,2015,11,"OFFROAD_VEHICLE"
"22468","NISSAN PATHFINDER",0,2015,11,"OFFROAD_VEHICLE"
"22469","NISSAN X-TRAIL",314,2015,11,"OFFROAD_VEHICLE"
"22470","PORSCHE CAYENNE",394,2015,11,"OFFROAD_VEHICLE"
"22471","PORSCHE MACAN",648,2015,11,"OFFROAD_VEHICLE"
"22472","SSANGYONG REXTON",50,2015,11,"OFFROAD_VEHICLE"
"22473","SUBARU FORESTER",286,2015,11,"OFFROAD_VEHICLE"
"22474","SUZUKI GRAND VITARA",0,2015,11,"OFFROAD_VEHICLE"
"22475","SUZUKI JIMNY",362,2015,11,"OFFROAD_VEHICLE"
"22476","TOYOTA LANDCRUISER",83,2015,11,"OFFROAD_VEHICLE"
"22477","VOLVO XC60",1203,2015,11,"OFFROAD_VEHICLE"
"22478","VOLVO XC90",528,2015,11,"OFFROAD_VEHICLE"
"22479","VW TIGUAN",4802,2015,11,"OFFROAD_VEHICLE"
"22480","VW TOUAREG",1104,2015,11,"OFFROAD_VEHICLE"
"22481","OTHER_MODEL",0,2015,11,"OFFROAD_VEHICLE"
"22482","ZUSAMMEN",22486,2015,11,"OFFROAD_VEHICLE"
"22484","ALFA 8C COMPETIZIONE",0,2015,11,"SPORTS_CARS"
"22485","ASTON MARTIN DBS",0,2015,11,"SPORTS_CARS"
"22486","ASTON MARTIN DB9",7,2015,11,"SPORTS_CARS"
"22487","ASTON MARTIN RAPIDE",2,2015,11,"SPORTS_CARS"
"22488","ASTON MARTIN VANQUISH",3,2015,11,"SPORTS_CARS"
"22489","ASTON MARTIN V8",6,2015,11,"SPORTS_CARS"
"22490","ASTON MARTIN V12",1,2015,11,"SPORTS_CARS"
"22491","AUDI R8",52,2015,11,"SPORTS_CARS"
"22492","AUDI TT",446,2015,11,"SPORTS_CARS"
"22493","BMW I8",11,2015,11,"SPORTS_CARS"
"22494","BMW Z1",0,2015,11,"SPORTS_CARS"
"22495","BMW Z4",56,2015,11,"SPORTS_CARS"
"22496","CHEVROLET CAMARO",12,2015,11,"SPORTS_CARS"
"22497","CHEVROLET CORVETTE",23,2015,11,"SPORTS_CARS"
"22498","DODGE VIPER",0,2015,11,"SPORTS_CARS"
"22499","FERRARI CALIFORNIA",10,2015,11,"SPORTS_CARS"
"22500","FERRARI F 12",3,2015,11,"SPORTS_CARS"
"22501","FERRARI FF",2,2015,11,"SPORTS_CARS"
"22502","FERRARI 458",4,2015,11,"SPORTS_CARS"
"22503","FERRARI 488 GTB",22,2015,11,"SPORTS_CARS"
"22504","FERRARI 599 GTB",0,2015,11,"SPORTS_CARS"
"22505","FERRARI 599 GTO",0,2015,11,"SPORTS_CARS"
"22506","FORD MUSTANG",330,2015,11,"SPORTS_CARS"
"22507","HONDA CR-Z",0,2015,11,"SPORTS_CARS"
"22508","HYUNDAI VELOSTER",1,2015,11,"SPORTS_CARS"
"22509","JAGUAR F-TYPE",52,2015,11,"SPORTS_CARS"
"22510","JAGUAR XK",1,2015,11,"SPORTS_CARS"
"22511","LAMBORGHINI AVENTADOR",8,2015,11,"SPORTS_CARS"
"22512","LAMBORGHINI GALLARDO",0,2015,11,"SPORTS_CARS"
"22513","LOTUS ELISE",2,2015,11,"SPORTS_CARS"
"22514","LOTUS EVORA",3,2015,11,"SPORTS_CARS"
"22515","LOTUS EXIGE",3,2015,11,"SPORTS_CARS"
"22516","MASERATI GHIBLI",53,2015,11,"SPORTS_CARS"
"22517","MASERATI GRANTURISMO",4,2015,11,"SPORTS_CARS"
"22518","MERCEDES AMG GT",78,2015,11,"SPORTS_CARS"
"22519","MERCEDES CLK",0,2015,11,"SPORTS_CARS"
"22520","MERCEDES E-KLASSE COUPE",253,2015,11,"SPORTS_CARS"
"22521","MERCEDES SL",44,2015,11,"SPORTS_CARS"
"22522","MERCEDES SLK",184,2015,11,"SPORTS_CARS"
"22523","MERCEDES SLS AMG",0,2015,11,"SPORTS_CARS"
"22524","MORGAN AERO 8",0,2015,11,"SPORTS_CARS"
"22525","MORGAN 4/4",2,2015,11,"SPORTS_CARS"
"22526","NISSAN GT-R",6,2015,11,"SPORTS_CARS"
"22527","NISSAN 370Z",7,2015,11,"SPORTS_CARS"
"22528","OPEL SPEEDSTER",0,2015,11,"SPORTS_CARS"
"22529","PEUGEOT RCZ",34,2015,11,"SPORTS_CARS"
"22530","PORSCHE BOXSTER",192,2015,11,"SPORTS_CARS"
"22531","PORSCHE CAYMAN",74,2015,11,"SPORTS_CARS"
"22532","PORSCHE 911",488,2015,11,"SPORTS_CARS"
"22533","SUBARU BRZ",6,2015,11,"SPORTS_CARS"
"22534","TOYOTA GT 86",26,2015,11,"SPORTS_CARS"
"22535","WIESMANN GT",0,2015,11,"SPORTS_CARS"
"22536","WIESMANN ROADSTER",0,2015,11,"SPORTS_CARS"
"22537","OTHER_MODEL",0,2015,11,"SPORTS_CARS"
"22538","ZUSAMMEN",2511,2015,11,"SPORTS_CARS"
"22540","DACIA LODGY",166,2015,11,"MINI_VANS"
"22541","FORD B-MAX",911,2015,11,"MINI_VANS"
"22542","FORD C-MAX",1170,2015,11,"MINI_VANS"
"22543","HYUNDAI IX 20",463,2015,11,"MINI_VANS"
"22544","KIA SOUL",623,2015,11,"MINI_VANS"
"22545","KIA VENGA",371,2015,11,"MINI_VANS"
"22546","MERCEDES B-KLASSE",2526,2015,11,"MINI_VANS"
"22547","NISSAN NOTE",492,2015,11,"MINI_VANS"
"22548","OPEL MERIVA",1027,2015,11,"MINI_VANS"
"22549","PEUGEOT 3008",123,2015,11,"MINI_VANS"
"22550","RENAULT SCENIC",1265,2015,11,"MINI_VANS"
"22551","SEAT ALTEA",55,2015,11,"MINI_VANS"
"22552","SKODA ROOMSTER",43,2015,11,"MINI_VANS"
"22553","TOYOTA VERSO-S",29,2015,11,"MINI_VANS"
"22554","OTHER_MODEL",0,2015,11,"MINI_VANS"
"22555","ZUSAMMEN",9264,2015,11,"MINI_VANS"
"22557","CHEVROLET ORLANDO",0,2015,11,"LARGE_VANS"
"22558","FIAT FREEMONT",277,2015,11,"LARGE_VANS"
"22559","FORD GALAXY",293,2015,11,"LARGE_VANS"
"22560","FORD GRAND C-MAX",674,2015,11,"LARGE_VANS"
"22561","FORD S-MAX",632,2015,11,"LARGE_VANS"
"22562","KIA CARENS",198,2015,11,"LARGE_VANS"
"22563","LANCIA VOYAGER",0,2015,11,"LARGE_VANS"
"22564","MAZDA 5",1,2015,11,"LARGE_VANS"
"22565","MERCEDES V-KLASSE",1363,2015,11,"LARGE_VANS"
"22566","OPEL ZAFIRA",1409,2015,11,"LARGE_VANS"
"22567","PEUGEOT 5008",76,2015,11,"LARGE_VANS"
"22568","RENAULT ESPACE",431,2015,11,"LARGE_VANS"
"22569","SEAT ALHAMBRA",1135,2015,11,"LARGE_VANS"
"22570","SSANGYONG RODIUS",8,2015,11,"LARGE_VANS"
"22571","TOYOTA PRIUS PLUS",80,2015,11,"LARGE_VANS"
"22572","TOYOTA VERSO",489,2015,11,"LARGE_VANS"
"22573","VW SHARAN",1588,2015,11,"LARGE_VANS"
"22574","VW TOURAN",3983,2015,11,"LARGE_VANS"
"22575","OTHER_MODEL",2,2015,11,"LARGE_VANS"
"22576","ZUSAMMEN",12639,2015,11,"LARGE_VANS"
"22578","CITROEN BERLINGO",846,2015,11,"UTILITIES"
"22579","CITROEN JUMPER",15,2015,11,"UTILITIES"
"22580","CITROEN JUMPY",23,2015,11,"UTILITIES"
"22581","DACIA DOKKER",378,2015,11,"UTILITIES"
"22582","FIAT DOBLO",89,2015,11,"UTILITIES"
"22583","FIAT DUCATO",75,2015,11,"UTILITIES"
"22584","FIAT FIORINO",44,2015,11,"UTILITIES"
"22585","FIAT SCUDO",30,2015,11,"UTILITIES"
"22586","FORD TRANSIT CONNECT",493,2015,11,"UTILITIES"
"22587","FORD TRANSIT COURIER",256,2015,11,"UTILITIES"
"22588","FORD TRANSIT, TOURNEO",1246,2015,11,"UTILITIES"
"22589","HYUNDAI H-1 STAREX",45,2015,11,"UTILITIES"
"22590","MERCEDES CITAN",399,2015,11,"UTILITIES"
"22591","MERCEDES SPRINTER",351,2015,11,"UTILITIES"
"22592","MERCEDES VITO",408,2015,11,"UTILITIES"
"22593","NISSAN NV200",177,2015,11,"UTILITIES"
"22594","NISSAN NV400",20,2015,11,"UTILITIES"
"22595","OPEL COMBO",94,2015,11,"UTILITIES"
"22596","OPEL MOVANO",32,2015,11,"UTILITIES"
"22597","OPEL VIVARO",509,2015,11,"UTILITIES"
"22598","PEUGEOT BIPPER",0,2015,11,"UTILITIES"
"22599","PEUGEOT BOXER",43,2015,11,"UTILITIES"
"22600","PEUGEOT EXPERT",12,2015,11,"UTILITIES"
"22601","PEUGEOT PARTNER",269,2015,11,"UTILITIES"
"22602","RENAULT KANGOO",458,2015,11,"UTILITIES"
"22603","RENAULT MASTER",54,2015,11,"UTILITIES"
"22604","RENAULT TRAFIC",370,2015,11,"UTILITIES"
"22605","VW CADDY",2436,2015,11,"UTILITIES"
"22606","VW CRAFTER",85,2015,11,"UTILITIES"
"22607","VW TRANSPORTER",2660,2015,11,"UTILITIES"
"22608","OTHER_MODEL",0,2015,11,"UTILITIES"
"22609","ZUSAMMEN",11917,2015,11,"UTILITIES"
"22611","CITROEN JUMPER",65,2015,11,"RVs"
"22612","CITROEN JUMPY",2,2015,11,"RVs"
"22613","FIAT DUCATO",640,2015,11,"RVs"
"22614","FORD TRANSIT, TOURNEO",41,2015,11,"RVs"
"22615","IVECO DAILY",33,2015,11,"RVs"
"22616","MERCEDES SPRINTER",38,2015,11,"RVs"
"22617","MERCEDES V-KLASSE",57,2015,11,"RVs"
"22618","NISSAN NV200",1,2015,11,"RVs"
"22619","PEUGEOT BOXER",1,2015,11,"RVs"
"22620","PEUGEOT EXPERT",1,2015,11,"RVs"
"22621","RENAULT MASTER",3,2015,11,"RVs"
"22622","VW TRANSPORTER",123,2015,11,"RVs"
"22623","OTHER_MODEL",66,2015,11,"RVs"
"22624","ZUSAMMEN",1071,2015,11,"RVs"
"22626","CITROEN C1",457,2015,12,"MINIS"
"22627","FIAT PANDA",659,2015,12,"MINIS"
"22628","FIAT 500",2943,2015,12,"MINIS"
"22629","FORD KA",388,2015,12,"MINIS"
"22630","HYUNDAI I 10",3155,2015,12,"MINIS"
"22631","KIA PICANTO",620,2015,12,"MINIS"
"22632","LANCIA YPSILON",1,2015,12,"MINIS"
"22633","MITSUBISHI I-MIEV",4,2015,12,"MINIS"
"22634","OPEL ADAM",1478,2015,12,"MINIS"
"22635","OPEL AGILA",0,2015,12,"MINIS"
"22636","OPEL KARL",1592,2015,12,"MINIS"
"22637","PEUGEOT ION",3,2015,12,"MINIS"
"22638","PEUGEOT 108",157,2015,12,"MINIS"
"22639","RENAULT TWINGO",2252,2015,12,"MINIS"
"22640","SEAT MII",1215,2015,12,"MINIS"
"22641","SKODA CITIGO",1101,2015,12,"MINIS"
"22642","SMART FORTWO",1781,2015,12,"MINIS"
"22643","SUZUKI ALTO",0,2015,12,"MINIS"
"22644","SUZUKI CELERIO",291,2015,12,"MINIS"
"22645","SUZUKI SPLASH",0,2015,12,"MINIS"
"22646","TOYOTA AYGO",927,2015,12,"MINIS"
"22647","TOYOTA IQ",0,2015,12,"MINIS"
"22648","VW UP",3488,2015,12,"MINIS"
"22649","OTHER_MODEL",2,2015,12,"MINIS"
"22650","ZUSAMMEN",22514,2015,12,"MINIS"
"22652","ALFA MITO",26,2015,12,"SMALL_CARS"
"22653","AUDI A1, S1",2094,2015,12,"SMALL_CARS"
"22654","BMW I3",334,2015,12,"SMALL_CARS"
"22655","CITROEN C3",320,2015,12,"SMALL_CARS"
"22656","CITROEN DS3",274,2015,12,"SMALL_CARS"
"22657","FIAT PUNTO",316,2015,12,"SMALL_CARS"
"22658","FORD FIESTA",4076,2015,12,"SMALL_CARS"
"22659","HONDA JAZZ",386,2015,12,"SMALL_CARS"
"22660","HYUNDAI I 20",1205,2015,12,"SMALL_CARS"
"22661","KIA RIO",451,2015,12,"SMALL_CARS"
"22662","MAZDA 2",474,2015,12,"SMALL_CARS"
"22663","MINI",3399,2015,12,"SMALL_CARS"
"22664","MITSUBISHI MIRAGE, SPACE STAR",993,2015,12,"SMALL_CARS"
"22665","NISSAN JUKE",907,2015,12,"SMALL_CARS"
"22666","NISSAN MICRA",858,2015,12,"SMALL_CARS"
"22667","OPEL CORSA",4156,2015,12,"SMALL_CARS"
"22668","PEUGEOT 207",5,2015,12,"SMALL_CARS"
"22669","PEUGEOT 208",994,2015,12,"SMALL_CARS"
"22670","RENAULT CLIO",2329,2015,12,"SMALL_CARS"
"22671","RENAULT ZOE",450,2015,12,"SMALL_CARS"
"22672","SEAT IBIZA",1471,2015,12,"SMALL_CARS"
"22673","SKODA FABIA",3337,2015,12,"SMALL_CARS"
"22674","SMART FORFOUR",1001,2015,12,"SMALL_CARS"
"22675","SUZUKI SWIFT",447,2015,12,"SMALL_CARS"
"22676","SUZUKI SX4 CLASSIC",0,2015,12,"SMALL_CARS"
"22677","TOYOTA YARIS",1056,2015,12,"SMALL_CARS"
"22678","VW POLO",6138,2015,12,"SMALL_CARS"
"22679","OTHER_MODEL",0,2015,12,"SMALL_CARS"
"22680","ZUSAMMEN",37497,2015,12,"SMALL_CARS"
"22682","ALFA GIULIETTA",180,2015,12,"COMPACT_CARS"
"22683","AUDI A3, S3, RS3",3155,2015,12,"COMPACT_CARS"
"22684","BMW 1ER",6028,2015,12,"COMPACT_CARS"
"22685","BMW 2ER",3204,2015,12,"COMPACT_CARS"
"22686","CHEVROLET CRUZE",0,2015,12,"COMPACT_CARS"
"22687","CITROEN C4",718,2015,12,"COMPACT_CARS"
"22688","CITROEN DS4",76,2015,12,"COMPACT_CARS"
"22689","DACIA LOGAN",482,2015,12,"COMPACT_CARS"
"22690","DACIA SANDERO",1209,2015,12,"COMPACT_CARS"
"22691","FIAT BRAVO",0,2015,12,"COMPACT_CARS"
"22692","FORD FOCUS",4130,2015,12,"COMPACT_CARS"
"22693","HONDA CIVIC",520,2015,12,"COMPACT_CARS"
"22694","HYUNDAI I 30",2434,2015,12,"COMPACT_CARS"
"22695","KIA CEED",666,2015,12,"COMPACT_CARS"
"22696","LADA GRANTA",16,2015,12,"COMPACT_CARS"
"22697","LEXUS CT",26,2015,12,"COMPACT_CARS"
"22698","MAZDA MX-5",264,2015,12,"COMPACT_CARS"
"22699","MAZDA 3",552,2015,12,"COMPACT_CARS"
"22700","MERCEDES A-KLASSE",2299,2015,12,"COMPACT_CARS"
"22701","MITSUBISHI LANCER",47,2015,12,"COMPACT_CARS"
"22702","NISSAN LEAF",27,2015,12,"COMPACT_CARS"
"22703","NISSAN PULSAR",466,2015,12,"COMPACT_CARS"
"22704","OPEL AMPERA",0,2015,12,"COMPACT_CARS"
"22705","OPEL ASTRA",5309,2015,12,"COMPACT_CARS"
"22706","PEUGEOT 301",0,2015,12,"COMPACT_CARS"
"22707","PEUGEOT 308",899,2015,12,"COMPACT_CARS"
"22708","RENAULT FLUENCE",0,2015,12,"COMPACT_CARS"
"22709","RENAULT MEGANE",1106,2015,12,"COMPACT_CARS"
"22710","SEAT LEON",3414,2015,12,"COMPACT_CARS"
"22711","SEAT TOLEDO",131,2015,12,"COMPACT_CARS"
"22712","SKODA OCTAVIA",4034,2015,12,"COMPACT_CARS"
"22713","SKODA RAPID",818,2015,12,"COMPACT_CARS"
"22714","SUBARU IMPREZA",6,2015,12,"COMPACT_CARS"
"22715","SUBARU WRX",7,2015,12,"COMPACT_CARS"
"22716","TOYOTA AURIS",1506,2015,12,"COMPACT_CARS"
"22717","TOYOTA COROLLA",24,2015,12,"COMPACT_CARS"
"22718","TOYOTA PRIUS",17,2015,12,"COMPACT_CARS"
"22719","VW BEETLE",420,2015,12,"COMPACT_CARS"
"22720","VW EOS",1,2015,12,"COMPACT_CARS"
